text,service,label
secepatnya butuh jasa buat website umkm batik.,Custom Software Development,SME
secepatnya butuh jasa buat website warung batik.,Custom Software Development,SME
secepatnya butuh jasa buat website usaha kecil batik.,Custom Software Development,SME
"Halo, secepatnya butuh jasa buat website ukm batik.",Custom Software Development,SME
Integrated transportation management system for city.,Government Solutions,Government
"Halo, integrated transportation management system for city.",Government Solutions,Government
Butuh bantuan untuk integrated transportation management system for city.,Government Solutions,Government
Kami ingin integrated transportation management system for city.,Government Solutions,Government
"Mohon info, integrated transportation management system for city.",Government Solutions,Government
Civil servant payroll system for provincial office.,Government Solutions,Government
Apakah bisa civil servant payroll system for provincial office.,Government Solutions,Government
Kami ingin civil servant payroll system for provincial office.,Government Solutions,Government
"Mohon info, civil servant payroll system for provincial office.",Government Solutions,Government
National fire alarm monitoring dashbord system.,Government Solutions,Government
Apakah bisa national fire alarm monitoring dashbord system.,Government Solutions,Government
Kami ingin national fire alarm monitoring dashbord system.,Government Solutions,Government
Cybersecurity training for government employees.,Cybersecurity Audit,Government
Butuh bantuan untuk cybersecurity training for government employees.,Cybersecurity Audit,Government
Master plan for digitalizing agricultural sector.,IT Strategy Consulting,Government
Kami ingin master plan for digitalizing agricultural sector.,IT Strategy Consulting,Government
Apakah bisa master plan for digitalizing agricultural sector.,IT Strategy Consulting,Government
"Mohon info, master plan for digitalizing agricultural sector.",IT Strategy Consulting,Government
butuh solusi it buat urusan surat menyurat di dinas.,Government Solutions,Government
Blockchain solution for corporate supply chain tracking.,Custom Software Development,Corporate
Butuh bantuan untuk blockchain solution for corporate supply chain tracking.,Custom Software Development,Corporate
Multi-cloud strategy for redundant corporate systems.,Cloud Infrastructure & Migration,Corporate
Kami ingin multi-cloud strategy for redundant corporate systems.,Cloud Infrastructure & Migration,Corporate
Apakah bisa multi-cloud strategy for redundant corporate systems.,Cloud Infrastructure & Migration,Corporate
Ethical hacking services for enterprise protection.,Cybersecurity Audit,Corporate
"Halo, ethical hacking services for enterprise protection.",Cybersecurity Audit,Corporate
Apakah bisa ethical hacking services for enterprise protection.,Cybersecurity Audit,Corporate
Digital business model innovation consulting.,IT Strategy Consulting,Corporate
Kami ingin digital business model innovation consulting.,IT Strategy Consulting,Corporate
Inventory management system with SAP integration.,Custom Software Development,Corporate
"Halo, inventory management system with SAP integration.",Custom Software Development,Corporate
"Mohon info, inventory management system with SAP integration.",Custom Software Development,Corporate
Immediate cloud deployment for new corporate branch.,Cloud Infrastructure & Migration,Corporate
"Halo, immediate cloud deployment for new corporate branch.",Cloud Infrastructure & Migration,Corporate
butuh dev buat benerin bug di aplikasi ukm saya.,Custom Software Development,SME
butuh dev buat benerin bug di platform ukm saya.,Custom Software Development,SME
butuh dev buat benerin bug di sistem ukm saya.,Custom Software Development,SME
pindah hosting ke cloud pke vps biar mantap.,Cloud Infrastructure & Migration,SME
"Halo, pindah hosting ke cloud pke vps biar mantap.",Cloud Infrastructure & Migration,SME
Kami ingin pindah hosting ke cloud pke vps biar mantap.,Cloud Infrastructure & Migration,SME
Apakah bisa pindah hosting ke cloud pke vps biar mantap.,Cloud Infrastructure & Migration,SME
tanya tanya ttg strategi jualan di marketplace.,IT Strategy Consulting,SME
"Mohon info, tanya tanya ttg strategi jualan di marketplace.",IT Strategy Consulting,SME
butuh web profil buat pengrajin kayu segera bgt.,Custom Software Development,SME
butuh web profil buat pengrajin kayu asap bgt.,Custom Software Development,SME
butuh web profil buat pengrajin kayu buru-buru bgt.,Custom Software Development,SME
butuh web profil buat pengrajin kayu urgent bgt.,Custom Software Development,SME
butuh web profil buat pengrajin kayu secepatnya bgt.,Custom Software Development,SME
web saya dihack butuh jasa security audit murah.,Cybersecurity Audit,SME
"Mohon info, web saya dihack butuh jasa security audit terjangkau.",Cybersecurity Audit,SME
"Halo, web saya dihack butuh jasa security audit ekonomis.",Cybersecurity Audit,SME
"Mohon info, web saya dihack butuh jasa security audit ekonomis.",Cybersecurity Audit,SME
bikinin landing page buat promo baju lebaran UMKM.,Custom Software Development,SME
"Mohon info, bikinin landing page buat promo baju lebaran toko.",Custom Software Development,SME
Kami ingin bikinin landing page buat promo baju lebaran toko.,Custom Software Development,SME
bikinin landing page buat promo baju lebaran warung.,Custom Software Development,SME
Kami ingin bikinin landing page buat promo baju lebaran usaha kecil.,Custom Software Development,SME
Disaster management system for regional authority.,Government Solutions,Government
Apakah bisa disaster management system for regional authority.,Government Solutions,Government
Kami ingin disaster management system for regional authority.,Government Solutions,Government
"Halo, disaster management system for regional authority.",Government Solutions,Government
Digital library system for schools and colleges.,Government Solutions,Government
Butuh bantuan untuk digital library system for schools and colleges.,Government Solutions,Government
"Mohon info, digital library system for schools and colleges.",Government Solutions,Government
"Halo, digital library system for schools and colleges.",Government Solutions,Government
Endpoint security for government office workstations.,Cybersecurity Audit,Government
Butuh bantuan untuk endpoint security for government office workstations.,Cybersecurity Audit,Government
Kami ingin endpoint security for government office workstations.,Cybersecurity Audit,Government
Apakah bisa endpoint security for government office workstations.,Cybersecurity Audit,Government
"Halo, endpoint security for government office workstations.",Cybersecurity Audit,Government
E-procurement system for government goods & services.,Government Solutions,Government
Butuh bantuan untuk e-procurement system for government goods & services.,Government Solutions,Government
"Mohon info, e-procurement system for government goods & services.",Government Solutions,Government
Policy advisory for national data sovereignty.,IT Strategy Consulting,Government
Kami ingin policy advisory for national data sovereignty.,IT Strategy Consulting,Government
"Halo, policy advisory for national data sovereignty.",IT Strategy Consulting,Government
butuh app buat lapor lubang jalan buat warga.,Government Solutions,Government
High performance computing for corporate R&D lab.,Custom Software Development,Corporate
Apakah bisa high performance computing for corporate R&D lab.,Custom Software Development,Corporate
"Halo, high performance computing for corporate R&D lab.",Custom Software Development,Corporate
Kami ingin high performance computing for corporate R&D lab.,Custom Software Development,Corporate
Serverless architecture migration for enterprise cost.,Cloud Infrastructure & Migration,Corporate
"Halo, serverless architecture migration for enterprise cost.",Cloud Infrastructure & Migration,Corporate
Kami ingin serverless architecture migration for enterprise cost.,Cloud Infrastructure & Migration,Corporate
Cloud security posture management for corporate.,Cybersecurity Audit,Corporate
Butuh bantuan untuk cloud security posture management for corporate.,Cybersecurity Audit,Corporate
"Mohon info, cloud security posture management for corporate.",Cybersecurity Audit,Corporate
Capability maturity model integration consulting.,IT Strategy Consulting,Corporate
"Halo, capability maturity model integration consulting.",IT Strategy Consulting,Corporate
Butuh bantuan untuk capability maturity model integration consulting.,IT Strategy Consulting,Corporate
Mobile app for corporate asset tracking system.,Custom Software Development,Corporate
Apakah bisa mobile app for corporate asset tracking system.,Custom Software Development,Corporate
"Halo, mobile app for corporate asset tracking system.",Custom Software Development,Corporate
Butuh bantuan untuk mobile app for corporate asset tracking system.,Custom Software Development,Corporate
High priority cloud migration due to data center closure.,Cloud Infrastructure & Migration,Corporate
"Mohon info, high priority cloud migration due to data center closure.",Cloud Infrastructure & Migration,Corporate
mau bikin web yang ada pembayaran qris buat ukm.,Custom Software Development,SME
Kami ingin mau membangun web yang ada pembayaran qris buat ukm.,Custom Software Development,SME
"Mohon info, mau buat web yang ada pembayaran qris buat ukm.",Custom Software Development,SME
"Halo, mau bikin web yang ada pembayaran qris buat ukm.",Custom Software Development,SME
Apakah bisa mau mengembangkan web yng ada pembayaran qris buat ukm.,Custom Software Development,SME
layanan cloud yang cocok buat simpen video cctv toko.,Cloud Infrastructure & Migration,SME
"Halo, layanan cloud yang cocok buat simpen video cctv toko.",Cloud Infrastructure & Migration,SME
Apakah bisa layanan cloud yang cocok buat simpen video cctv toko.,Cloud Infrastructure & Migration,SME
mentoring bisnis digital biar ga salah langkah.,IT Strategy Consulting,SME
Apakah bisa mentoring bisnis digital biar ga salah langkah.,IT Strategy Consulting,SME
Butuh bantuan untuk mentoring bisnis digital biar ga salah langkah.,IT Strategy Consulting,SME
Kami ingin mentoring bisnis digital biar ga salah langkah.,IT Strategy Consulting,SME
aplikasi kasir buat toko hp second saya.,Custom Software Development,SME
Butuh bantuan untuk aplikasi kasir buat toko hp second saya.,Custom Software Development,SME
